Genetree,reference1,Mmi-a,Mmi-b,Han-a,Han-b,Sre-a,Sre-b,Cca-a,Cti-a,Eca-a,Cso-a
Asterales_Lsa_chr1_gene2146,Lsa1g2146|XP_023748741|(82548145-82550319),none,Mmi7g1296|KAD5803558.1|(58823788-58827820),Han1g2269|XP_022015791|(126550649-126554858),none,none,Sre3g1607|Streb.3G016070.1|(20953829-20962442),Cca10g0826|XP_024983081|(22148092-22151536),Cti6g0691|CtAH06T0069100.1|(9104998-9114674),Eca9g1831|XP_043610355|(29265851-29273883),none
Asterales_Lsa_chr1_gene2147,Lsa1g2147|XP_023748709|(82579222-82580212),Mmi16g1028|KAD3337097.1|(55969935-55973864),Mmi7g1297|KAD5803559.1|(58827991-58828664),Han1g2270|XP_022015792|(126554706-126555585),Han11g2698|XP_022039553|(159956717-159958408),none,Sre3g1606|Streb.3G016060.1|(20952977-20953809),Cca10g0825|XP_024983082|(22146543-22148126),Cti6g0692|CtAH06T0069200.1|(9108093-9110784),Eca9g1829|XP_043610591|(29254881-29256145),Cso3g4210|KAJ9558824.1|(98033685-98034144)
Asterales_Lsa_chr1_gene2148,Lsa1g2148|XP_023748675|(82624429-82625723),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2149,Lsa1g2149|XP_023748728|(82663089-82668009),none,none,Han2g2555|XP_022026591|(172445683-172455183),none,none,none,Cca10g0823|XP_024983620|(22114383-22120964),Cti6g0693|CtAH06T0069300.1|(9131310-9138229),none,Cso3g4209|KAJ9558826.1|(98016032-98016176)
Asterales_Lsa_chr1_gene2150,Lsa1g2150|XP_023748684|(82747167-82751243),Mmi16g1025|KAD3337094.1|(55703131-55729810),Mmi7g1473|KAD5803735.1|(63741988-63745321),Han1g2271|XP_022018095|(126626538-126633177),Han11g2693|XP_022039550|(159735235-159744414),Sre1g2027|Streb.1G020270.1|(73099090-73106181),Sre3g1605|Streb.3G016050.1|(20941721-20947612),Cca10g0822|XP_024983122|(22096431-22106763),Cti6g0694|CtAH06T0069400.3|(9167904-9174663),none,Cso3g4208|KAJ9558830.1|(98001696-98001860)
Asterales_Lsa_chr1_gene2151,Lsa1g2151|XP_023748717|(82762046-82764527),Mmi16g1024|KAD3337093.1|(55696178-55699564),none,none,Han11g2692|XP_022039548|(159726416-159733133),Sre1g2026|Streb.1G020260.1|(73093087-73097107),none,Cca10g0820|XP_024983564|(22081878-22087388),Cti6g0696|CtAH06T0069600.1|(9189065-9193839),Eca9g1818|XP_043611286|(29125348-29129080),Cso3g4206|KAJ9558831.1|(97986704-97986838)
Asterales_Lsa_chr1_gene2152,Lsa1g2152|XP_023748689|(82767644-82771037),none,Mmi7g1472|KAD5803734.1|(63736352-63739931),Han1g2273|XP_021980015|(126703093-126706890),none,none,Sre3g1604|Streb.3G016040.1|(20937708-20941070),Cca10g0819|XP_024984192|(22078396-22081596),Cti6g0697|CtAH06T0069700.1|(9194043-9197508),Eca9g1817|XP_043609052|(29121359-29125093),none
Asterales_Lsa_chr1_gene2153,Lsa1g2153|XP_023748659|(82814943-82818268),Mmi16g1023|KAD3337092.1|(55686821-55690356),Mmi7g1471|KAD5803733.1|(63708988-63715225),Han1g2274|XP_021980792|(126773024-126777803),Han11g2687|XP_021971975|(159397688-159400665),Sre1g2025|Streb.1G020250.1|(72953197-72956325),Sre3g1603|Streb.3G016030.1|(20880398-20884468),Cca10g0818|XP_024982780|(22068913-22073844),Cti6g0698|CtAH06T0069800.1|(9204513-9209797),Eca9g1816|XP_043610564|(29110693-29114875),Cso3g4205|KAJ9558888.1|(97969272-97969397)
Asterales_Lsa_chr1_gene2154,Lsa1g2154|XP_023748697|(82963720-82966527),none,none,Han2g2562|XP_022026600|(172642519-172652083),Han11g2686|XP_021972165|(159325483-159330250),Sre1g2023|Streb.1G020230.1|(72884113-72887936),none,Cca10g0817|XP_024984319|(22047227-22055674),Cti6g0699|CtAH06T0069900.1|(9220039-9226061),none,Cso3g4204|KAJ9558887.1|(97952715-97952962)
Asterales_Lsa_chr1_gene2155,Lsa1g2155|XP_023748698|(83041689-83044869),none,none,Han1g2275|XP_021980784|(126848237-126849953),none,none,Sre3g1602|Streb.3G016020.1|(20872915-20875826),Cca10g0816|XP_024984440|(22043217-22045120),Cti6g0700|CtAH06T0070000.1|(9230628-9232421),Eca9g1812|XP_043612244|(29088526-29090119),none
Asterales_Lsa_chr1_gene2156,Lsa1g2156|XP_023748696|(83070029-83072727),none,Mmi7g1469|KAD5803731.1|(63654766-63660902),Han1g2276|XP_021980774|(126856788-126859702),none,none,Sre3g1601|Streb.3G016010.1|(20864771-20867324),Cca10g0815|XP_024983139|(22027764-22030176),Cti6g0701|CtAH06T0070100.1|(9241790-9244758),Eca9g1811|XP_043610413|(29084590-29087605),Cso3g4201|KAJ9558886.1|(97938242-97938874)
Asterales_Lsa_chr1_gene2157,Lsa1g2157|XP_023748692|(83074674-83079556),Mmi16g1006|KAD3337075.1|(54684928-54700026),none,none,Han11g2685|XP_021974090|(159294439-159304324),Sre1g2022|Streb.1G020220.1|(72783582-72790539),none,Cca10g0814|XP_024983444|(22011555-22020995),Cti6g0702|CtAH06T0070200.1|(9247264-9256156),Eca9g1810|XP_043611402|(29073711-29083166),Cso3g4200|KAJ9558885.1|(97925061-97925192)
Asterales_Lsa_chr1_gene2158,Lsa1g2158|XP_023748700|(83109459-83111528),none,none,none,none,Sre1g1999|Streb.1G019990.1|(70296719-70299879),none,Cca10g0745|XP_024983441|(21226092-21229119),Cti6g0704|CtAH06T0070400.1|(9277530-9278999),none,none
Asterales_Lsa_chr1_gene2159,Lsa1g2159|XP_023748647|(83113555-83118175),none,none,none,Han11g2684|XP_021994176|(159189451-159199986),Sre1g1998|Streb.1G019980.1|(70283848-70290353),none,none,none,Eca9g1809|XP_043610497|(29057850-29065693),Cso3g4199|KAJ9558892.1|(97901182-97901390)
Asterales_Lsa_chr1_gene2160,Lsa1g2160|XP_023748637|(83236228-83239946),none,none,Han2g2567|XP_022008543|(172888469-172889577),none,none,none,Cca10g0746|XP_024983442|(21228565-21232768),Cti11g2566|CtAH11T0256600.1|(73449794-73464905),none,Cso3g0914|KAJ9555868.1|(12894389-12895420)
Asterales_Lsa_chr1_gene2161,Lsa1g2161|XP_023748720|(83247030-83248906),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2162,Lsa1g2162|XP_042757799|(83280792-83286119),none,none,Han2g2575|XP_022003618|(173102312-173103295),none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2163,Lsa1g2163|XP_023748672|(83347469-83348341),none,none,none,none,none,none,none,Cti6g0705|CtAH06T0070500.1|(9279438-9280470),Eca9g1807|XP_043612231|(29048054-29051991),Cso3g4197|KAJ9558891.1|(97889711-97890144)
Asterales_Lsa_chr1_gene2164,Lsa1g2164|XP_023748722|(83353421-83354195),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2165,Lsa1g2165|XP_023748701|(83431927-83432599),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2166,Lsa1g2166|XP_023748705|(83453928-83456357),Mmi16g1002|KAD3337071.1|(54575105-54578113),none,none,Han11g2682|XP_021994179|(159144208-159150072),Sre1g2000|Streb.1G020000.1|(70361526-70364487),none,Cca10g0747|XP_024983461|(21235877-21240978),Cti6g0706|CtAH06T0070600.1|(9289356-9294782),Eca9g1806|XP_043612166|(29039161-29043923),none
Asterales_Lsa_chr1_gene2167,Lsa1g2167|XP_023748686|(83476743-83482594),none,Mmi7g1468|KAD5803730.1|(63616892-63647450),Han1g2279|XP_021980764|(126896724-126906169),none,none,Sre3g1597|Streb.3G015970.1|(20830940-20839471),Cca10g0748|XP_024984746|(21243789-21253242),Cti6g0707|CtAH06T0070700.1|(9325229-9336129),Eca9g1805|XP_043610294|(29026966-29036669),none
Asterales_Lsa_chr1_gene2168,Lsa1g2168|XP_023748643|(83484462-83488198),none,Mmi7g1467|KAD5803729.1|(63609751-63616557),Han1g2280|XP_021980749|(126906789-126912085),none,none,Sre3g1596|Streb.3G015960.1|(20825222-20830035),Cca10g0749|XP_024984749|(21253398-21259465),Cti6g0708|CtAH06T0070800.1|(9336185-9341377),Eca9g1804|XP_043610295|(29021522-29026713),Cso3g4196|KAJ9558985.1|(97855946-97856209)
Asterales_Lsa_chr1_gene2169,Lsa1g2169|XP_023748644|(83490513-83491793),none,Mmi7g1457|KAD5803719.1|(63291718-63294406),Han1g2281|XP_021980919|(127040695-127047266),none,none,Sre3g1595|Streb.3G015950.1|(20810679-20812622),Cca10g0750|XP_024983062|(21267695-21268850),Cti6g0709|CtAH06T0070900.1|(9353023-9354889),Eca9g1803|XP_043609897|(29015895-29019800),none
Asterales_Lsa_chr1_gene2170,Lsa1g2170|XP_023748688|(83675422-83678173),Mmi16g1001|KAD3337070.1|(54568219-54570222),Mmi7g1455|KAD5803717.1|(63213768-63216324),Han1g2283|XP_021980966|(127130866-127133741),Han11g2681|XP_035835893|(159139071-159141814),Sre1g2002|Streb.1G020020.1|(70461052-70463620),Sre3g1594|Streb.3G015940.1|(20785817-20788815),Cca10g0751|XP_024983124|(21288968-21291434),Cti6g0714|CtAH06T0071400.2|(9421156-9423809),Eca9g1802|XP_043609263|(29004644-29007271),Cso3g4195|KAJ9558989.1|(97834565-97835470)
Asterales_Lsa_chr1_gene2171,Lsa1g2171|XP_023748670|(83828418-83829383),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2172,Lsa1g2172|XP_023748729|(84046600-84052488),none,Mmi7g1454|KAD5803716.1|(63180885-63187639),Han1g2284|XP_021980989|(127153062-127161870),none,none,Sre3g1591|Streb.3G015910.1|(20731504-20738416),Cca10g0752|XP_024982516|(21300705-21310094),Cti6g0715|CtAH06T0071500.1|(9439124-9446324),Eca9g1801|XP_043608952|(28987312-28994114),Cso3g4194|KAJ9558986.1|(97818107-97818436)
Asterales_Lsa_chr1_gene2173,Lsa1g2173|XP_023748640|(84069012-84069813),none,Mmi7g1453|KAD5803715.1|(63168504-63169074),Han1g2285|XP_021981042|(127175949-127176598),Han11g2677|XP_021990693|(159020050-159021633),none,Sre3g1590|Streb.3G015900.1|(20728341-20728736),Cca10g0753|XP_024982518|(21310141-21310986),Cti6g0717|CtAH06T0071700.1|(9455298-9455705),Eca9g1800|XP_043608919|(28980016-28980583),Cso3g0926|KAJ9555473.1|(13067020-13067409)
Asterales_Lsa_chr1_gene2174,Lsa1g2174|XP_023748652|(84084203-84087871),Mmi16g0993|KAD3337062.1|(54017553-54030288),none,none,Han11g2676|XP_021994200|(158987114-158992825),Sre1g2003|Streb.1G020030.1|(70472862-70477023),none,Cca10g0755|XP_024983028|(21325607-21330196),Cti6g0719|CtAH06T0071900.1|(9471881-9477398),Eca9g1799|XP_043612277|(28953827-28959035),none
Asterales_Lsa_chr1_gene2175,Lsa1g2175|XP_042757807|(84087862-84090112),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2176,Lsa1g2176|XP_023748669|(84142393-84143133),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2177,Lsa1g2177|XP_042757811|(84181520-84185898),none,Mmi7g1452|KAD5803714.1|(63149080-63156557),Han1g2288|XP_021981087|(127278785-127285879),none,none,Sre3g1589|Streb.3G015890.1|(20707811-20713361),Cca10g0756|XP_024982950|(21335575-21344976),Cti6g0720|CtAH06T0072000.1|(9489523-9497356),Eca9g1798|XP_043609260|(28937237-28944751),none
Asterales_Lsa_chr1_gene2178,Lsa1g2178|XP_023748649|(84185999-84187821),none,Mmi7g1451|KAD5803713.1|(63138412-63140047),Han1g2292|XP_021981096|(127423759-127426234),none,none,Sre3g1587|Streb.3G015870.1|(20703804-20705564),Cca10g0757|XP_024983420|(21345168-21347043),Cti6g0721|CtAH06T0072100.1|(9497407-9499897),Eca9g1794|XP_043611038|(28912254-28914013),Cso3g4192|KAJ9558988.1|(97790168-97790551)
Asterales_Lsa_chr1_gene2179,Lsa1g2179|XP_023748743|(84191065-84193276),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2180,Lsa1g2180|XP_023748641|(84193943-84195537),none,none,none,none,Sre1g0694|Streb.1G006940.1|(13627651-13629123),none,Cca10g0758|XP_024984182|(21361329-21362684),Cti6g0722|CtAH06T0072200.1|(9507905-9509821),none,none
Asterales_Lsa_chr1_gene2181,Lsa1g2181|XP_023748745|(84247814-84249313),none,none,none,none,Sre1g0693|Streb.1G006930.1|(13616449-13618331),none,Cca10g0759|XP_024984183|(21369673-21371007),none,none,none
Asterales_Lsa_chr1_gene2182,Lsa1g2182|XP_023748666|(84278211-84279859),none,none,none,none,Sre1g0692|Streb.1G006920.1|(13575700-13577563),none,none,none,Eca9g1793|XP_043611831|(28902741-28904084),Cso3g4188|KAJ9558933.1|(97749861-97750805)
Asterales_Lsa_chr1_gene2183,Lsa1g2183|XP_042757815|(84285344-84288494),Mmi16g0977|KAD3337046.1|(53462842-53465796),Mmi7g1447|KAD5803709.1|(63033727-63037068),Han1g2293|XP_021981103|(127428895-127432093),Han11g2666|XP_021994197|(158688589-158691860),Sre1g0689|Streb.1G006890.1|(13505004-13508935),Sre3g1585|Streb.3G015850.1|(20676031-20679574),Cca10g0760|XP_024984552|(21380575-21384526),Cti6g0723|CtAH06T0072300.1|(9523458-9527064),Eca9g1791|XP_043609490|(28879090-28882551),Cso3g4187|KAJ9558932.1|(97738720-97740997)
Asterales_Lsa_chr1_gene2184,Lsa1g2184|XP_023748723|(84302525-84308862),none,none,none,none,none,none,none,none,Eca9g1790|XP_043611830|(28861363-28869104),none
Asterales_Lsa_chr1_gene2185,Lsa1g2185|XP_023748636|(84344225-84346249),Mmi16g0975|KAD3337044.1|(53432679-53434050),Mmi7g1444|KAD5803706.1|(62976263-62980977),Han1g2295|XP_021983594|(127605021-127606455),Han11g2665|XP_021990690|(158682455-158684457),Sre1g0687|Streb.1G006870.1|(13475056-13478338),Sre3g1582|Streb.3G015820.1|(20659403-20660742),Cca10g0761|XP_024984677|(21390536-21392019),Cti6g0724|CtAH06T0072400.1|(9535832-9537039),none,none
Asterales_Lsa_chr1_gene2186,Lsa1g2186|XP_042757824|(84364729-84380803),none,none,Han1g2302|XP_021981142|(127955480-127965648),none,none,none,Cca10g0764|XP_024983285|(21404608-21414696),Cti6g0725|CtAH06T0072500.1|(9563415-9575095),Eca9g1788|XP_043609773|(28823385-28832245),none
Asterales_Lsa_chr1_gene2187,Lsa1g2187|XP_023748734|(84381679-84382914),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2188,Lsa1g2188|XP_023748642|(84401764-84409872),none,Mmi7g1443|KAD5803705.1|(62957015-62965685),none,none,none,Sre3g1581|Streb.3G015810.1|(20650812-20657542),none,none,Eca9g1787|XP_043609673|(28804446-28812852),none
Asterales_Lsa_chr1_gene2189,Lsa1g2189|XP_023748721|(84411820-84413767),none,Mmi7g1442|KAD5803704.1|(62949883-62951712),Han1g2303|XP_021981151|(127970115-127972093),none,none,Sre3g1579|Streb.3G015790.1|(20644804-20646773),Cca10g0765|XP_024984343|(21425236-21427667),Cti6g0726|CtAH06T0072600.1|(9576353-9577996),none,Cso3g4186|KAJ9558935.1|(97710419-97712050)
Asterales_Lsa_chr1_gene2190,Lsa1g2190|XP_023748685|(84416536-84418372),Mmi16g0974|KAD3337043.1|(53411621-53414152),Mmi7g1441|KAD5803703.1|(62931919-62935679),Han1g2304|XP_021981163|(127973077-127976251),Han11g2664|XP_021994199|(158675971-158678915),Sre1g2017|Streb.1G020170.1|(71894972-71897750),none,Cca10g0766|XP_024984431|(21428664-21431618),Cti6g0727|CtAH06T0072700.1|(9579526-9582919),Eca9g1785|XP_043609611|(28795831-28798989),none
Asterales_Lsa_chr1_gene2191,Lsa1g2191|XP_023748665|(84431628-84432334),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2192,Lsa1g2192|XP_023748725|(84444519-84445139),none,none,Han1g2305|XP_022030226|(128027041-128027902),none,none,Sre3g1578|Streb.3G015780.1|(20641426-20642524),Cca10g0767|XP_024983543|(21455473-21456061),Cti11g2579|CtAH11T0257900.1|(73634552-73635724),Eca9g1784|XP_043611184|(28787668-28788354),Cso3g0936|KAJ9555654.1|(13168176-13168541)
Asterales_Lsa_chr1_gene2193,Lsa1g2193|XP_023748683|(84459170-84461166),Mmi16g0970|KAD3337039.1|(53287419-53289130),Mmi7g1438|KAD5803700.1|(62858652-62860453),Han1g2306|XP_021981166|(128030133-128033362),none,none,Sre3g1577|Streb.3G015770.1|(20637817-20640063),Cca10g0768|XP_024982856|(21459562-21461776),Cti6g0730|CtAH06T0073000.2|(9631372-9634778),Eca9g1783|XP_043612281|(28774485-28778116),Cso3g0937|KAJ9555540.1|(13172464-13172854)
Asterales_Lsa_chr1_gene2194,Lsa1g2194|XP_042754312|(84564339-84566163),none,Mmi7g1436|KAD5803698.1|(62821922-62825359),Han1g2309|XP_021981176|(128054149-128057982),none,none,Sre3g1575|Streb.3G015750.1|(20596485-20600190),Cca10g0769|XP_024983633|(21478013-21483794),Cti6g0731|CtAH06T0073100.1|(9668811-9673643),Eca9g1782|XP_043611094|(28758017-28764322),none
Asterales_Lsa_chr1_gene2195,Lsa1g2195|XP_023748664|(84576973-84577533),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2196,Lsa1g2196|XP_023748663|(84585422-84586300),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2197,Lsa1g2197|XP_023748739|(84664391-84669035),Mmi16g0968|KAD3337037.1|(53227584-53231308),Mmi7g1434|KAD5803696.1|(62731738-62735655),Han1g2310|XP_035830542|(128085845-128091336),Han11g2660|XP_021994180|(158350850-158356104),Sre1g0681|Streb.1G006810.1|(13356840-13361446),Sre3g1574|Streb.3G015740.1|(20574128-20579447),Cca10g0770|XP_024983462|(21494165-21501948),Cti6g0732|CtAH06T0073200.1|(9688054-9695855),Eca9g1781|XP_043609423|(28741034-28747825),none
Asterales_Lsa_chr1_gene2198,Lsa1g2198|XP_023748716|(84767977-84778319),none,Mmi7g1433|KAD5803695.1|(62725134-62727356),Han1g2312|XP_021981203|(128153959-128158544),none,Sre1g0680|Streb.1G006800.1|(13353155-13355529),none,Cca10g0771|XP_024983540|(21507746-21510838),Cti6g0733|CtAH06T0073300.2|(9697530-9701284),Eca9g1780|XP_043609726|(28736715-28740368),none
Asterales_Lsa_chr1_gene2199,Lsa1g2199|XP_023748660|(84819894-84820382),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2200,Lsa1g2200|XP_023767277|(85016540-85021313),none,Mmi7g1431|KAD5803693.1|(62643858-62656948),Han1g2313|XP_035830551|(128175129-128182143),none,none,none,Cca10g0772|XP_024982616|(21528883-21537516),none,Eca9g1779|XP_043609340|(28721395-28729518),none
Asterales_Lsa_chr1_gene2201,Lsa1g2201|XP_023767280|(85061539-85064312),none,none,none,none,Sre1g0679|Streb.1G006790.1|(13324677-13327581),Sre3g1573|Streb.3G015730.1|(20570231-20572564),none,Cti6g0735|CtAH06T0073500.1|(9717300-9721748),none,none
Asterales_Lsa_chr1_gene2202,Lsa1g2202|XP_023767334|(85134719-85136152),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2203,Lsa1g2203|XP_023767264|(85179554-85182334),Mmi16g0967|KAD3337036.1|(53199457-53200850),none,none,Han11g2659|XP_021994182|(158347994-158350703),none,Sre3g1572|Streb.3G015720.1|(20550835-20554634),none,none,none,none
Asterales_Lsa_chr1_gene2204,Lsa1g2204|XP_023767281|(85439582-85445113),none,none,Han1g2314|XP_021981219|(128224165-128232879),Han11g2436|XP_021994051|(144385274-144391958),Sre1g2020|Streb.1G020200.1|(72588446-72593482),Sre3g1570|Streb.3G015700.1|(20500914-20506622),Cca10g0774|XP_024982435|(21554394-21567384),Cti6g0738|CtAH06T0073800.1|(9773071-9784315),Eca9g1778|XP_043609231|(28704184-28712388),none
Asterales_Lsa_chr1_gene2205,Lsa1g2205|XP_023767282|(85462626-85464269),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2206,Lsa1g2206|XP_023767283|(85577371-85580712),none,Mmi7g1428|KAD5803690.1|(62541922-62556825),Han1g2316|XP_021981268|(128296941-128304850),none,none,Sre3g1568|Streb.3G015680.1|(20486091-20492490),Cca10g0777|XP_024983055|(21594867-21601213),Cti6g0740|CtAH06T0074000.1|(9813757-9821943),none,none
Asterales_Lsa_chr1_gene2207,Lsa1g2207|XP_023767291|(85583358-85585878),none,none,Han1g2317|XP_021981331|(128323320-128327492),none,none,Sre3g1567|Streb.3G015670.1|(20482862-20485304),Cca10g0778|XP_024983550|(21612520-21618481),Cti6g0741|CtAH06T0074100.1|(9832816-9840166),Eca9g1776|XP_043610702|(28690177-28695098),Cso3g0952|KAJ9555495.1|(13374483-13374577)
Asterales_Lsa_chr1_gene2208,Lsa1g2208|XP_023767265|(85626787-85627496),none,none,none,none,none,none,none,none,Eca9g0909|XP_043609851|(10125546-10127670),none
Asterales_Lsa_chr1_gene2209,Lsa1g2209|XP_042752803|(85629033-85629528),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene2210,Lsa1g2210|XP_023767266|(85647851-85648576),none,none,none,none,none,none,none,none,Eca9g0909|XP_043609851|(10125546-10127670),none
Asterales_Lsa_chr1_gene2211,Lsa1g2211|XP_023767267|(85707209-85707934),none,none,none,none,none,none,none,none,Eca9g0913|XP_043609500|(10153815-10154643),none
Asterales_Lsa_chr1_gene2212,Lsa1g2212|XP_023767269|(85722845-85723547),none,none,none,none,none,none,none,none,Eca9g0912|XP_043611205|(10140724-10141576),none
Asterales_Lsa_chr1_gene2213,Lsa1g2213|XP_023767270|(85802679-85803396),none,none,none,none,none,none,none,none,Eca9g0911|XP_043610758|(10134521-10135505),none
Asterales_Lsa_chr1_gene2214,Lsa1g2214|XP_023767292|(85841002-85841738),none,none,none,none,none,none,none,none,Eca9g0913|XP_043609500|(10153815-10154643),none
Asterales_Lsa_chr1_gene2215,Lsa1g2215|XP_023767293|(86062045-86062805),none,none,none,none,none,none,none,none,Eca9g0912|XP_043611205|(10140724-10141576),none
Asterales_Lsa_chr1_gene2216,Lsa1g2216|XP_023767294|(86079493-86080244),none,none,none,none,none,none,none,none,Eca9g0911|XP_043610758|(10134521-10135505),none
Asterales_Lsa_chr1_gene2217,Lsa1g2217|XP_023767295|(86096139-86096853),none,none,none,none,none,none,none,none,Eca9g0910|XP_043610374|(10128209-10129515),none
Asterales_Lsa_chr1_gene2218,Lsa1g2218|XP_023767296|(86177406-86178187),none,none,none,none,none,none,none,none,Eca9g0909|XP_043609851|(10125546-10127670),none
Asterales_Lsa_chr1_gene2219,Lsa1g2219|XP_023767271|(86342458-86343199),none,none,none,none,none,none,none,none,Eca9g0908|XP_043610665|(10096594-10097713),none
Asterales_Lsa_chr1_gene2220,Lsa1g2220|XP_023767297|(86506823-86510091),none,Mmi7g1427|KAD5803689.1|(62499128-62523513),Han1g2319|XP_021981380|(128348720-128353368),none,none,Sre3g1566|Streb.3G015660.1|(20479173-20481257),Cca10g0779|XP_024983434|(21619815-21622478),Cti6g0742|CtAH06T0074200.1|(9843882-9849911),Eca9g1775|XP_043609585|(28662238-28665261),Cso3g0953|KAJ9555493.1|(13377141-13377402)
Asterales_Lsa_chr1_gene2221,Lsa1g2221|XP_023767299|(86525803-86528490),none,Mmi7g1426|KAD5803688.1|(62496281-62498851),Han1g2320|XP_035830601|(128353259-128356098),none,Sre1g0669|Streb.1G006690.1|(13137443-13140422),Sre3g1565|Streb.3G015650.1|(20476400-20479003),Cca10g0780|XP_024983433|(21622426-21625020),none,Eca9g1774|XP_043609584|(28659728-28662384),none
Asterales_Lsa_chr1_gene2222,Lsa1g2222|XP_023767272|(86759073-86760179),none,Mmi7g1420|KAD5803682.1|(62296780-62327345),Han1g2322|XP_021981388|(128458879-128459815),Han11g2437|XP_021989733|(144490080-144491297),Sre1g2021|Streb.1G020210.1|(72595076-72599500),none,Cca10g0781|XP_024983038|(21644867-21646053),Cti6g0745|CtAH06T0074500.1|(9876219-9880638),none,none
